date,portfolio_value
20220513,93795.46023778849
20220513,93795.46023778849
20220516,93432.80795828544
20220516,93432.80795828544
20220517,93826.9184813238
20220517,93826.9184813238
20220518,93519.92829942841
20220518,93519.92829942841
20220519,93802.89868120707
20220519,93802.89868120707
20220520,95274.5870075854
20220520,95274.5870075854
20220523,95225.77867069382
20220523,95225.77867069382
20220524,92751.64830206467
20220524,92751.64830206467
20220525,93936.6465250923
20220525,93936.6465250923
20220526,94790.3212995441
20220526,94790.3212995441
20220527,94673.46958490135
20220527,94673.46958490135
20220530,95003.27554876043
20220530,95003.27554876043
20220531,96145.52972753906
20220531,96145.52972753906
20220601,95959.73330546648
20220601,95959.73330546648
20220602,96234.69873581597
20220602,96234.69873581597
20220606,97163.80910235895
20220606,97163.80910235895
20220607,97328.48340284779
20220607,97328.48340284779
20220608,97906.2625989895
20220608,97906.2625989895
20220609,97037.45667765143
20220609,97037.45667765143
20220610,98346.46021720608
20220610,98346.46021720608
20220613,97493.13461056972
20220613,97493.13461056972
20220614,98732.68624008365
20220614,98732.68624008365
20220615,99957.23295257943
20220615,99957.23295257943
20220616,99216.49364695347
20220616,99216.49364695347
20220617,99712.45115700441
20220617,99712.45115700441
20220620,100090.36201732197
20220620,100090.36201732197
20220621,100034.54815068707
20220621,100034.54815068707
20220622,98337.39481666483
20220622,98337.39481666483
20220623,99738.114071958
20220623,99738.114071958
20220624,100322.95633818454
20220624,100322.95633818454
20220627,101096.13129702333
20220627,101096.13129702333
20220628,102259.77875234967
20220628,102259.77875234967
20220629,100858.01811799318
20220629,100858.01811799318
20220630,101807.81783178842
20220630,101807.81783178842
20220630,100000.00000000012
20220630,100000.00000000012
20220701,99607.70434355672
20220701,99607.70434355672
20220704,100165.09051187422
20220704,100165.09051187422
20220705,99860.74785962956
20220705,99860.74785962956
20220706,98334.67893528928
20220706,98334.67893528928
20220707,98438.17822911942
20220707,98438.17822911942
20220708,98345.90612579083
20220708,98345.90612579083
20220711,97145.58990594279
20220711,97145.58990594279
20220712,96742.3837823666
20220712,96742.3837823666
20220713,96670.98681052538
20220713,96670.98681052538
20220714,96216.47981478879
20220714,96216.47981478879
20220715,94091.0826526016
20220715,94091.0826526016
20220718,95792.82403356516
20220718,95792.82403356516
20220719,96101.92327570541
20220719,96101.92327570541
20220720,96718.11342108616
20220720,96718.11342108616
20220721,95809.92688545029
20220721,95809.92688545029
20220722,95507.03821521878
20220722,95507.03821521878
20220725,94801.47873539243
20220725,94801.47873539243
20220726,95733.56911661231
20220726,95733.56911661231
20220727,95555.39362579428
20220727,95555.39362579428
20220728,95681.82901178238
20220728,95681.82901178238
20220729,94600.24157326102
20220729,94600.24157326102
20220801,94633.4224404405
20220801,94633.4224404405
20220802,92118.11703536843
20220802,92118.11703536843
20220803,91383.26341366832
20220803,91383.26341366832
20220804,92055.1245707297
20220804,92055.1245707297
20220805,93363.31382235576
20220805,93363.31382235576
20220808,93518.72631405422
20220808,93518.72631405422
20220809,93481.22798987094
20220809,93481.22798987094
20220810,92858.05777636071
20220810,92858.05777636071
20220811,94898.55526646295
20220811,94898.55526646295
20220812,95239.1479707106
20220812,95239.1479707106
20220815,94868.47778211306
20220815,94868.47778211306
20220816,94878.95165425361
20220816,94878.95165425361
20220817,95734.02659127835
20220817,95734.02659127835
20220818,94808.20015536844
20220818,94808.20015536844
20220819,94621.1621947493
20220819,94621.1621947493
20220822,95189.97152495397
20220822,95189.97152495397
20220823,95007.76835143806
20220823,95007.76835143806
20220824,93309.58843061981
20220824,93309.58843061981
20220825,94275.61493094306
20220825,94275.61493094306
20220826,93962.2920037236
20220826,93962.2920037236
20220829,93901.36973676327
20220829,93901.36973676327
20220830,94009.86963095641
20220830,94009.86963095641
20220831,93570.0578445671
20220831,93570.0578445671
20220901,93145.0659836502
20220901,93145.0659836502
20220902,93166.78332188996
20220902,93166.78332188996
20220905,93434.16081811982
20220905,93434.16081811982
20220906,94550.69314024886
20220906,94550.69314024886
20220907,94397.51708855148
20220907,94397.51708855148
20220908,94226.79366404626
20220908,94226.79366404626
20220909,95402.07414163045
20220909,95402.07414163045
20220913,95393.5576441303
20220913,95393.5576441303
20220914,94463.5340586054
20220914,94463.5340586054
20220915,93780.30687954836
20220915,93780.30687954836
20220916,90967.61919564403
20220916,90967.61919564403
20220919,90550.27112823751
20220919,90550.27112823751
20220920,90597.49144544662
20220920,90597.49144544662
20220921,90789.10745900872
20220921,90789.10745900872
20220922,90091.19035786859
20220922,90091.19035786859
20220923,89605.30141291731
20220923,89605.30141291731
20220926,88006.6682343822
20220926,88006.6682343822
20220927,89502.71272981366
20220927,89502.71272981366
20220928,87970.680580532
20220928,87970.680580532
20220929,87446.56014027579
20220929,87446.56014027579
20220930,87388.62876400191
20220930,87388.62876400191
20220930,100000.00000000012
20220930,100000.00000000012
20221010,98583.09246806588
20221010,98583.09246806588
20221011,98694.60803975767
20221011,98694.60803975767
20221012,100348.99171275664
20221012,100348.99171275664
20221013,100170.29064737468
20221013,100170.29064737468
20221014,102076.238254182
20221014,102076.238254182
20221017,102752.95909531767
20221017,102752.95909531767
20221018,102641.03363991933
20221018,102641.03363991933
20221019,101217.65661294118
20221019,101217.65661294118
20221021,100956.67375411149
20221021,100956.67375411149
20221024,98851.34043622616
20221024,98851.34043622616
20221025,98401.83615514277
20221025,98401.83615514277
20221026,99613.12960713959
20221026,99613.12960713959
20221027,99795.96381540153
20221027,99795.96381540153
20221028,97142.97124838248
20221028,97142.97124838248
20221031,96606.21559665704
20221031,96606.21559665704
20221101,99105.24337197951
20221101,99105.24337197951
20221102,100185.59201241168
20221102,100185.59201241168
20221103,99486.18579364027
20221103,99486.18579364027
20221104,101772.39413740243
20221104,101772.39413740243
20221107,102096.35673356912
20221107,102096.35673356912
20221108,101722.60997691403
20221108,101722.60997691403
20221109,101506.42625863983
20221109,101506.42625863983
20221110,101276.82293427449
20221110,101276.82293427449
20221209,109002.2786907316
20221209,109002.2786907316
20221020,100910.08238103085
20221020,100910.08238103085
20221111,103402.73423560774
20221111,103402.73423560774
20221201,107019.58220404712
20221201,107019.58220404712
20221202,106482.73273984289
20221202,106482.73273984289
20221205,108975.78695778441
20221205,108975.78695778441
20221206,108958.26290629727
20221206,108958.26290629727
20221212,107690.46883227299
20221212,107690.46883227299
20221213,107810.84929413233
20221213,107810.84929413233
20221214,107663.15419742318
20221214,107663.15419742318
20221215,107073.25239397201
20221215,107073.25239397201
20221219,105065.69791830616
20221219,105065.69791830616
20221220,103821.67712992549
20221220,103821.67712992549
20221221,103700.15435397273
20221221,103700.15435397273
20221222,103549.36724211897
20221222,103549.36724211897
20221223,103526.12498643684
20221223,103526.12498643684
20221226,103695.50047688339
20221226,103695.50047688339
20221227,104607.27992383446
20221227,104607.27992383446
20221228,104137.96953348035
20221228,104137.96953348035
20221229,103672.08786561489
20221229,103672.08786561489
20221230,104304.67768635029
20221230,104304.67768635029
20221208,108544.84163251446
20221208,108544.84163251446
20221216,107476.5024833331
20221216,107476.5024833331
20221207,108577.26713607555
20221207,108577.26713607555
20221114,103835.64817365502
20221114,103835.64817365502
20221115,105463.38926045936
20221115,105463.38926045936
20221116,104878.60043431427
20221116,104878.60043431427
20221117,105105.63596483259
20221117,105105.63596483259
20221118,104603.01093126778
20221118,104603.01093126778
20221121,103698.59485079591
20221121,103698.59485079591
20221122,103693.2589626069
20221122,103693.2589626069
20221123,103737.07850691972
20221123,103737.07850691972
20221124,103470.59098426288
20221124,103470.59098426288
20221125,104383.95866391064
20221125,104383.95866391064
20221128,103546.69690574228
20221128,103546.69690574228
20221129,106612.0165770529
20221129,106612.0165770529
20221130,106539.47129426972
20221130,106539.47129426972
